,id,timestamp,seq_number,ignition,ignition_filled,odometer_m,pos,fuel_%,prev_pos,current_lat,current_lon,prev_lat,prev_lon,current_loc,prev_loc,gps_distance
50,334459,2024-01-05 12:45:38,1,1,1,4082.5000000000045,"(51.620078,5.340644)",68.0,"(51.628728,5.321287)",51.620078,5.340644,51.628728,5.321287,"(51.620078, 5.340644)","(51.628728, 5.321287)",1650.1964972887533
51,334459,2024-01-05 12:46:46,1,1,1,4084.1500000000046,"(51.611428,5.360002)",67.0,"(51.620078,5.340644)",51.611428,5.360002,51.620078,5.340644,"(51.611428, 5.360002)","(51.620078, 5.340644)",1650.4589885139355
52,334459,2024-01-05 12:47:20,1,1,1,4085.8000000000047,"(51.602778,5.379359)",67.0,"(51.611428,5.360002)",51.602778,5.379359,51.611428,5.360002,"(51.602778, 5.379359)","(51.611428, 5.360002)",1650.6089292442102
53,334459,2024-01-05 12:48:32,1,1,1,4087.450000000005,"(51.594128,5.398716)",67.0,"(51.602778,5.379359)",51.594128,5.398716,51.602778,5.379359,"(51.594128, 5.398716)","(51.602778, 5.379359)",1650.8151279105298
54,334459,2024-01-05 12:49:47,1,1,1,4089.100000000005,"(51.585478,5.418074)",67.0,"(51.594128,5.398716)",51.585478,5.418074,51.594128,5.398716,"(51.585478, 5.418074)","(51.594128, 5.398716)",1651.0776275738456
55,334459,2024-01-05 12:50:56,1,1,1,4090.750000000005,"(51.576828,5.437431)",66.0,"(51.585478,5.418074)",51.576828,5.437431,51.585478,5.418074,"(51.576828, 5.437431)","(51.585478, 5.418074)",1651.2274905436138
56,334459,2024-01-05 12:51:41,1,1,1,4092.400000000005,"(51.568178,5.456789)",66.0,"(51.576828,5.437431)",51.568178,5.456789,51.576828,5.437431,"(51.568178, 5.456789)","(51.576828, 5.437431)",1651.4899957504686
57,334459,2024-01-05 12:52:54,1,1,1,4094.050000000005,"(51.559528,5.476146)",66.0,"(51.568178,5.456789)",51.559528,5.476146,51.568178,5.456789,"(51.559528, 5.476146)","(51.568178, 5.456789)",1651.6398068165643
58,334459,2024-01-05 12:54:12,1,1,1,4095.7000000000053,"(51.550878,5.495504)",66.0,"(51.559528,5.476146)",51.550878,5.495504,51.559528,5.476146,"(51.550878, 5.495504)","(51.559528, 5.476146)",1651.9023175021146
59,334459,2024-01-05 12:55:08,1,1,1,4097.350000000005,"(51.542228,5.514861)",65.0,"(51.550878,5.495504)",51.542228,5.514861,51.550878,5.495504,"(51.542228, 5.514861)","(51.550878, 5.495504)",1652.0520766125494
60,334459,2024-01-05 12:56:21,1,1,1,4099.000000000005,"(51.533578,5.534219)",65.0,"(51.542228,5.514861)",51.533578,5.534219,51.542228,5.514861,"(51.533578, 5.534219)","(51.542228, 5.514861)",1652.314592712656
61,334459,2024-01-05 12:57:01,1,1,1,4100.650000000004,"(51.524928,5.553576)",65.0,"(51.533578,5.534219)",51.524928,5.553576,51.533578,5.534219,"(51.524928, 5.553576)","(51.533578, 5.534219)",1652.4642998147403
62,334459,2024-01-05 12:58:14,1,1,1,4102.300000000004,"(51.516278,5.572934)",65.0,"(51.524928,5.553576)",51.516278,5.572934,51.524928,5.553576,"(51.516278, 5.572934)","(51.524928, 5.553576)",1652.7268212645592
63,334459,2024-01-05 12:59:26,1,1,1,4103.9500000000035,"(51.507628,5.592291)",64.0,"(51.516278,5.572934)",51.507628,5.592291,51.516278,5.572934,"(51.507628, 5.592291)","(51.516278, 5.572934)",1652.876476309134
64,334459,2024-01-05 13:00:43,1,1,1,4105.600000000003,"(51.498978,5.611649)",64.0,"(51.507628,5.592291)",51.498978,5.611649,51.507628,5.592291,"(51.498978, 5.611649)","(51.507628, 5.592291)",1653.1390030416994
65,334459,2024-01-05 13:01:51,1,1,1,4107.250000000003,"(51.490328,5.631006)",64.0,"(51.498978,5.611649)",51.490328,5.631006,51.498978,5.611649,"(51.490328, 5.631006)","(51.498978, 5.611649)",1653.2886059785467
66,334459,2024-01-05 13:02:30,1,1,1,4108.900000000002,"(51.481678,5.650364)",64.0,"(51.490328,5.631006)",51.481678,5.650364,51.490328,5.631006,"(51.481678, 5.650364)","(51.490328, 5.631006)",1653.5511379304307
67,334459,2024-01-05 13:03:04,1,1,1,4110.550000000002,"(51.473028,5.669721)",63.0,"(51.481678,5.650364)",51.473028,5.669721,51.481678,5.650364,"(51.473028, 5.669721)","(51.481678, 5.650364)",1653.700688705447
68,334459,2024-01-05 13:03:41,1,1,1,4112.200000000002,"(51.464377,5.689078)",63.0,"(51.473028,5.669721)",51.464377,5.689078,51.473028,5.669721,"(51.464377, 5.689078)","(51.473028, 5.669721)",1653.9714651632728
69,334459,2024-01-05 13:04:21,1,1,1,4113.850000000001,"(51.455727,5.708436)",63.0,"(51.464377,5.689078)",51.455727,5.708436,51.464377,5.689078,"(51.455727, 5.708436)","(51.464377, 5.689078)",1654.1692759066502
70,334459,2024-01-05 13:05:18,1,1,1,4115.500000000001,"(51.447077,5.727793)",63.0,"(51.455727,5.708436)",51.447077,5.727793,51.455727,5.708436,"(51.447077, 5.727793)","(51.455727, 5.708436)",1654.318748344073
71,334459,2024-01-05 13:06:15,1,1,1,4117.150000000001,"(51.438427,5.747151)",62.0,"(51.447077,5.727793)",51.438427,5.747151,51.447077,5.727793,"(51.438427, 5.747151)","(51.447077, 5.727793)",1654.581293062125
72,334459,2024-01-05 13:07:30,1,1,1,4118.8,"(51.429777,5.766508)",62.0,"(51.438427,5.747151)",51.429777,5.766508,51.438427,5.747151,"(51.429777, 5.766508)","(51.438427, 5.747151)",1654.730713208819
73,334459,2024-01-05 13:08:38,1,1,1,4120.45,"(51.421127,5.785866)",62.0,"(51.429777,5.766508)",51.421127,5.785866,51.429777,5.766508,"(51.421127, 5.785866)","(51.429777, 5.766508)",1654.9932629195966
74,334459,2024-01-05 13:09:38,1,1,1,4122.099999999999,"(51.412477,5.805223)",62.0,"(51.421127,5.785866)",51.412477,5.805223,51.421127,5.785866,"(51.412477, 5.805223)","(51.421127, 5.785866)",1655.1426307306506
75,334459,2024-01-05 13:10:41,1,1,1,4123.749999999999,"(51.403827,5.824581)",61.0,"(51.412477,5.805223)",51.403827,5.824581,51.412477,5.805223,"(51.403827, 5.824581)","(51.412477, 5.805223)",1655.4051853675462
76,334459,2024-01-05 13:11:20,1,1,1,4125.399999999999,"(51.395177,5.843938)",61.0,"(51.403827,5.824581)",51.395177,5.843938,51.403827,5.824581,"(51.395177, 5.843938)","(51.403827, 5.824581)",1655.5545007892083
77,334459,2024-01-05 13:12:09,1,1,1,4127.049999999998,"(51.386527,5.863296)",61.0,"(51.395177,5.843938)",51.386527,5.863296,51.395177,5.843938,"(51.386527, 5.863296)","(51.395177, 5.843938)",1655.8170602891498
78,334459,2024-01-05 13:13:05,1,1,1,4128.699999999998,"(51.377877,5.882653)",61.0,"(51.386527,5.863296)",51.377877,5.882653,51.386527,5.863296,"(51.377877, 5.882653)","(51.386527, 5.863296)",1655.9663232712078
79,334459,2024-01-05 13:13:48,1,1,1,4130.349999999998,"(51.369227,5.902011)",60.0,"(51.377877,5.882653)",51.369227,5.902011,51.377877,5.882653,"(51.369227, 5.902011)","(51.377877, 5.882653)",1656.2288875700638
80,334459,2024-01-05 13:15:03,1,1,1,4131.999999999997,"(51.360577,5.921368)",60.0,"(51.369227,5.902011)",51.360577,5.921368,51.369227,5.902011,"(51.360577, 5.921368)","(51.369227, 5.902011)",1656.3780980612448
81,334459,2024-01-05 13:16:02,1,1,1,4133.649999999997,"(51.351927,5.940725)",60.0,"(51.360577,5.921368)",51.351927,5.940725,51.360577,5.921368,"(51.351927, 5.940725)","(51.360577, 5.921368)",1656.5839675346947
82,334459,2024-01-05 13:17:19,1,1,1,4135.2999999999965,"(51.343277,5.960083)",60.0,"(51.351927,5.940725)",51.343277,5.960083,51.351927,5.940725,"(51.343277, 5.960083)","(51.351927, 5.940725)",1656.846538911766
83,334459,2024-01-05 13:18:28,1,1,1,4136.949999999996,"(51.334627,5.97944)",59.0,"(51.343277,5.960083)",51.334627,5.97944,51.343277,5.960083,"(51.334627, 5.97944)","(51.343277, 5.960083)",1656.995670570582
84,334459,2024-01-05 13:19:05,1,1,1,4138.599999999996,"(51.325977,5.998798)",59.0,"(51.334627,5.97944)",51.325977,5.998798,51.334627,5.97944,"(51.325977, 5.998798)","(51.334627, 5.97944)",1657.2582465841153
85,334459,2024-01-05 13:19:39,1,1,1,4140.249999999995,"(51.317327,6.018155)",59.0,"(51.325977,5.998798)",51.317327,6.018155,51.325977,5.998798,"(51.317327, 6.018155)","(51.325977, 5.998798)",1657.407325626703
86,334459,2024-01-05 13:20:21,1,1,1,4141.899999999995,"(51.308677,6.037513)",59.0,"(51.317327,6.018155)",51.308677,6.037513,51.317327,6.018155,"(51.308677, 6.037513)","(51.317327, 6.018155)",1657.6699062136333
87,334459,2024-01-05 13:21:02,1,1,1,4143.549999999995,"(51.300027,6.05687)",58.0,"(51.308677,6.037513)",51.300027,6.05687,51.308677,6.037513,"(51.300027, 6.05687)","(51.308677, 6.037513)",1657.8189325883636
88,334459,2024-01-05 13:21:54,1,1,1,4145.199999999994,"(51.291377,6.076228)",58.0,"(51.300027,6.05687)",51.291377,6.076228,51.300027,6.05687,"(51.291377, 6.076228)","(51.300027, 6.05687)",1658.08151768244
89,334459,2024-01-05 13:22:49,1,1,1,4146.849999999994,"(51.282727,6.095585)",58.0,"(51.291377,6.076228)",51.282727,6.095585,51.291377,6.076228,"(51.282727, 6.095585)","(51.291377, 6.076228)",1658.2304913383969
90,334459,2024-01-05 13:24:01,1,1,1,4148.499999999994,"(51.274077,6.114943)",58.0,"(51.282727,6.095585)",51.274077,6.114943,51.282727,6.095585,"(51.274077, 6.114943)","(51.282727, 6.095585)",1658.4930808783206
91,334459,2024-01-05 13:24:49,1,1,1,4150.149999999993,"(51.265427,6.1343)",57.0,"(51.274077,6.114943)",51.265427,6.1343,51.274077,6.114943,"(51.265427, 6.1343)","(51.274077, 6.114943)",1658.6420017645873
92,334459,2024-01-05 13:26:00,1,1,1,4151.799999999993,"(51.256777,6.153658)",57.0,"(51.265427,6.1343)",51.256777,6.153658,51.265427,6.1343,"(51.256777, 6.153658)","(51.265427, 6.1343)",1658.9045956844614
93,334459,2024-01-05 13:26:59,1,1,1,4153.4499999999925,"(51.248127,6.173015)",57.0,"(51.256777,6.153658)",51.248127,6.173015,51.256777,6.153658,"(51.248127, 6.173015)","(51.256777, 6.153658)",1659.0534637518883
94,334459,2024-01-05 13:28:01,1,1,1,4155.099999999992,"(51.239477,6.192372)",57.0,"(51.248127,6.173015)",51.239477,6.192372,51.248127,6.173015,"(51.239477, 6.192372)","(51.248127, 6.173015)",1659.2591765456907
95,334459,2024-01-05 13:28:59,1,1,1,4156.749999999992,"(51.230827,6.21173)",56.0,"(51.239477,6.192372)",51.230827,6.21173,51.239477,6.192372,"(51.230827, 6.21173)","(51.239477, 6.192372)",1659.5217769141018
96,334459,2024-01-05 13:29:36,1,1,1,4158.399999999991,"(51.222177,6.231087)",56.0,"(51.230827,6.21173)",51.222177,6.231087,51.230827,6.21173,"(51.222177, 6.231087)","(51.230827, 6.21173)",1659.6705656582917
97,334459,2024-01-05 13:30:48,1,1,1,4160.049999999991,"(51.213527,6.250445)",56.0,"(51.222177,6.231087)",51.213527,6.250445,51.222177,6.231087,"(51.213527, 6.250445)","(51.222177, 6.231087)",1659.933170247396
98,334459,2024-01-05 13:31:21,1,1,1,4161.699999999991,"(51.204877,6.269802)",56.0,"(51.213527,6.250445)",51.204877,6.269802,51.213527,6.250445,"(51.204877, 6.269802)","(51.213527, 6.250445)",1660.081906046341
99,334459,2024-01-05 13:31:53,1,1,1,4163.34999999999,"(51.196227,6.28916)",55.0,"(51.204877,6.269802)",51.196227,6.28916,51.204877,6.269802,"(51.196227, 6.28916)","(51.204877, 6.269802)",1660.3445147916614
100,334459,2024-01-05 13:32:53,1,1,1,4164.99999999999,"(51.187577,6.308517)",55.0,"(51.196227,6.28916)",51.187577,6.308517,51.196227,6.28916,"(51.187577, 6.308517)","(51.196227, 6.28916)",1660.4931975944494
101,334459,2024-01-05 13:33:25,1,1,1,4166.64999999999,"(51.178927,6.327875)",55.0,"(51.187577,6.308517)",51.178927,6.327875,51.187577,6.308517,"(51.178927, 6.327875)","(51.187577, 6.308517)",1660.7558104293837
102,334459,2024-01-05 13:34:08,1,1,1,4168.299999999989,"(51.170277,6.347232)",55.0,"(51.178927,6.327875)",51.170277,6.347232,51.178927,6.327875,"(51.170277, 6.347232)","(51.178927, 6.327875)",1660.9044401886374
103,334459,2024-01-05 13:35:21,1,1,1,4169.949999999989,"(51.161627,6.36659)",54.0,"(51.170277,6.347232)",51.161627,6.36659,51.170277,6.347232,"(51.161627, 6.36659)","(51.170277, 6.347232)",1661.167057049767
104,334459,2024-01-05 13:36:40,1,1,1,4171.5999999999885,"(51.152977,6.385947)",54.0,"(51.161627,6.36659)",51.152977,6.385947,51.161627,6.36659,"(51.152977, 6.385947)","(51.161627, 6.36659)",1661.3156337131566
105,334459,2024-01-05 13:37:13,1,1,1,4173.249999999988,"(51.144327,6.405305)",54.0,"(51.152977,6.385947)",51.144327,6.405305,51.152977,6.385947,"(51.144327, 6.405305)","(51.152977, 6.385947)",1661.5782545388358
106,334459,2024-01-05 13:38:30,1,1,1,4174.899999999988,"(51.135677,6.424662)",54.0,"(51.144327,6.405305)",51.135677,6.424662,51.144327,6.405305,"(51.135677, 6.424662)","(51.144327, 6.405305)",1661.7267780565091
107,334459,2024-01-05 13:39:03,1,1,1,4176.549999999987,"(51.127027,6.444019)",53.0,"(51.135677,6.424662)",51.127027,6.444019,51.135677,6.424662,"(51.127027, 6.444019)","(51.135677, 6.424662)",1661.9323317484827
108,334459,2024-01-05 13:39:53,1,1,1,4178.199999999987,"(51.118377,6.463377)",53.0,"(51.127027,6.444019)",51.118377,6.463377,51.127027,6.444019,"(51.118377, 6.463377)","(51.127027, 6.444019)",1662.1949583983653
109,334459,2024-01-05 13:41:12,1,1,1,4179.849999999987,"(51.109727,6.482734)",53.0,"(51.118377,6.463377)",51.109727,6.482734,51.118377,6.463377,"(51.109727, 6.482734)","(51.118377, 6.463377)",1662.3434021040835
110,334459,2024-01-05 13:42:29,1,1,1,4181.499999999986,"(51.101077,6.502092)",53.0,"(51.109727,6.482734)",51.101077,6.502092,51.109727,6.482734,"(51.101077, 6.502092)","(51.109727, 6.482734)",1662.6060325557314
111,334459,2024-01-05 13:43:15,1,1,1,4183.149999999986,"(51.092427,6.521449)",52.0,"(51.101077,6.502092)",51.092427,6.521449,51.101077,6.502092,"(51.092427, 6.521449)","(51.101077, 6.502092)",1662.7544229907537
112,334459,2024-01-05 13:44:29,1,1,1,4184.799999999986,"(51.083777,6.540807)",52.0,"(51.092427,6.521449)",51.083777,6.540807,51.092427,6.521449,"(51.083777, 6.540807)","(51.092427, 6.521449)",1663.017057182521
113,334459,2024-01-05 13:45:09,1,1,1,4186.449999999985,"(51.075126,6.560164)",52.0,"(51.083777,6.540807)",51.075126,6.560164,51.083777,6.540807,"(51.075126, 6.560164)","(51.083777, 6.540807)",1663.2297779984224
114,334459,2024-01-05 13:46:10,1,1,1,4188.099999999985,"(51.066476,6.579522)",52.0,"(51.075126,6.560164)",51.066476,6.579522,51.075126,6.560164,"(51.066476, 6.579522)","(51.075126, 6.560164)",1663.4280559177953
115,334459,2024-01-05 13:47:18,1,1,1,4189.7499999999845,"(51.057826,6.598879)",51.0,"(51.066476,6.579522)",51.057826,6.598879,51.066476,6.579522,"(51.057826, 6.598879)","(51.066476, 6.579522)",1663.5763396611399
116,334459,2024-01-05 13:48:22,1,1,1,4191.399999999984,"(51.049176,6.618237)",51.0,"(51.057826,6.598879)",51.049176,6.618237,51.057826,6.598879,"(51.049176, 6.618237)","(51.057826, 6.598879)",1663.838981137215
